user_id,username,country,registration_date,total_deposited,total_withdrawn,vip_status
1276,User1276,ES,2023-10-04,5936.61,3116.51,Gold
1277,User1277,FR,2022-11-22,110.28,90.39,VIP
1278,User1278,PL,2023-10-13,4030.2,1418.45,Silver
1279,User1279,NL,2023-02-23,2086.97,1659.05,Gold
1280,User1280,UK,2023-05-04,6889.68,6238.2,VIP
1281,User1281,IT,2023-11-28,6598.99,5828.81,Gold
1282,User1282,FR,2023-05-23,9273.77,5285.79,Silver
1283,User1283,DK,2023-03-26,6526.23,2615.63,Regular
1284,User1284,SE,2023-11-07,6140.79,3334.11,VIP
1285,User1285,PL,2023-07-20,6405.11,4017.9,Gold
1286,User1286,ES,2023-11-30,3940.25,1806.78,Gold
1287,User1287,DK,2023-02-06,2071.67,1202.51,Gold
1288,User1288,NL,2023-02-14,2564.38,1906.73,Gold
1289,User1289,NL,2024-01-16,6893.34,2260.15,VIP
1290,User1290,SE,2022-11-19,8621.67,5829.22,Gold
1291,User1291,ES,2022-09-13,1454.9,608.49,Regular
1292,User1292,SE,2023-11-21,6580.19,2075.86,Gold
1293,User1293,ES,2023-03-27,7658.86,3112.39,Gold
1294,User1294,SE,2023-02-14,8691.01,2687.98,VIP
1295,User1295,ES,2023-12-17,7949.83,4481.8,Silver
1296,User1296,NL,2022-10-01,2822.77,1028.87,Regular
1297,User1297,DK,2023-05-14,3666.55,1974.55,VIP
1298,User1298,NO,2023-10-11,3229.66,1186.15,Regular
1299,User1299,ES,2023-07-14,3553.22,1776.09,Gold
1300,User1300,DE,2023-01-29,3813.28,1717.86,Regular
1301,User1301,SE,2023-07-31,6408.24,4175.29,Silver
1302,User1302,ES,2023-03-08,1233.5,460.0,Gold
1303,User1303,DE,2023-06-18,9238.14,2967.1,Silver
1304,User1304,SE,2023-09-30,235.97,116.2,VIP
1305,User1305,PL,2022-10-08,6751.47,3838.18,Regular
1306,User1306,ES,2024-01-17,4509.5,3476.09,VIP
1307,User1307,NL,2023-08-12,5988.03,5040.45,Silver
1308,User1308,NL,2023-11-24,7428.22,4752.54,Regular
1309,User1309,NO,2023-09-07,9809.77,6331.52,Silver
1310,User1310,SE,2023-07-19,1557.59,947.06,Silver
1311,User1311,DK,2023-04-01,2951.79,2400.05,VIP
1312,User1312,DE,2023-04-24,4318.45,1832.8,Gold
1313,User1313,FR,2022-09-29,1520.71,488.93,VIP
1314,User1314,ES,2022-11-20,6533.81,3810.74,Silver
1315,User1315,NO,2023-01-19,5907.61,5251.75,Regular
1316,User1316,DE,2023-05-28,6184.76,2483.22,Silver
1317,User1317,DE,2024-01-14,6489.36,4922.5,Regular
1318,User1318,PL,2022-10-30,5804.17,4779.78,Gold
1319,User1319,DK,2023-08-16,2074.52,1219.17,Silver
1320,User1320,SE,2022-12-31,7814.06,4471.31,Regular
1321,User1321,FR,2023-10-09,9613.91,3733.76,VIP
1322,User1322,UK,2022-08-31,1947.5,1078.3,Silver
1323,User1323,NL,2023-01-23,777.94,500.3,Regular
1324,User1324,SE,2023-08-12,2627.49,1521.86,Gold
1325,User1325,PL,2023-01-22,2825.65,2289.13,VIP
1326,User1326,PL,2024-02-06,7626.12,4741.53,Regular
1327,User1327,NL,2023-08-24,9090.53,4295.86,Gold
1328,User1328,IT,2022-11-12,8244.46,6171.53,Silver
1329,User1329,UK,2022-08-21,4239.21,2796.11,Regular
1330,User1330,NO,2024-01-05,5706.23,3741.08,Regular
1331,User1331,IT,2024-01-14,6762.7,2801.98,Gold
1332,User1332,UK,2022-10-24,6685.83,3166.53,Silver
1333,User1333,FR,2022-11-22,5474.73,3098.29,Silver
1334,User1334,IT,2023-07-26,2427.45,1769.78,Silver
1335,User1335,NO,2022-09-21,7130.05,4331.54,VIP
1336,User1336,UK,2023-07-27,6265.42,5479.33,VIP
1337,User1337,NL,2022-09-20,8112.09,4021.83,Regular
1338,User1338,IT,2024-02-01,7919.36,4731.58,Silver
1339,User1339,IT,2023-11-04,7362.58,3005.57,Silver
1340,User1340,SE,2022-09-05,9286.53,3717.67,Regular
1341,User1341,FR,2022-11-11,450.89,166.01,Gold
1342,User1342,IT,2023-05-26,4269.81,2717.53,Regular
1343,User1343,UK,2023-08-01,7804.7,6757.7,Gold
1344,User1344,PL,2024-01-03,2396.21,1777.43,VIP
1345,User1345,SE,2022-09-13,8593.58,4693.26,Regular
1346,User1346,NL,2023-07-15,6984.68,3560.39,Silver
1347,User1347,ES,2022-09-24,884.88,490.87,Gold
1348,User1348,DE,2022-12-01,4341.72,3937.48,VIP
1349,User1349,IT,2023-01-09,2918.52,1675.3,Silver
1350,User1350,DK,2023-01-30,707.3,613.09,Gold
1351,User1351,ES,2023-02-11,3629.16,1789.57,VIP
1352,User1352,IT,2023-07-21,8473.45,3522.63,Silver
1353,User1353,NO,2023-07-06,9826.59,5173.62,Silver
1354,User1354,PL,2023-09-04,9393.88,4682.13,Regular
1355,User1355,UK,2023-12-24,8658.76,6386.43,Regular
1356,User1356,UK,2023-01-02,3179.06,2780.0,Gold
1357,User1357,SE,2023-02-04,7413.48,2690.84,VIP
1358,User1358,DK,2023-11-30,7648.28,6808.57,Silver
1359,User1359,NL,2023-08-10,109.95,77.42,Silver
1360,User1360,SE,2022-10-20,8520.75,7891.76,Regular
1361,User1361,ES,2023-08-14,2783.76,2497.2,Silver
1362,User1362,SE,2023-08-12,7808.41,7379.78,Gold
1363,User1363,SE,2023-01-21,4378.32,2786.47,Silver
1364,User1364,ES,2024-02-08,5052.17,1935.28,Regular
1365,User1365,UK,2022-09-26,366.43,297.7,Regular
1366,User1366,DK,2023-01-16,6481.78,5336.53,Silver
1367,User1367,DE,2022-08-21,381.64,269.74,Regular
1368,User1368,SE,2023-09-13,1152.67,425.19,Gold
1369,User1369,PL,2023-05-20,871.73,686.27,Silver
1370,User1370,PL,2022-11-09,677.0,584.08,VIP
1371,User1371,NL,2023-03-16,1990.88,1685.74,Gold
1372,User1372,FR,2024-01-17,9491.81,2987.51,Gold
1373,User1373,PL,2023-08-17,7072.37,3565.47,VIP
1374,User1374,UK,2022-12-24,6214.33,2007.86,Gold
1375,User1375,UK,2023-09-17,1148.77,976.78,Regular
1376,User1376,FR,2023-04-04,6146.08,4737.86,Gold
1377,User1377,DE,2022-10-29,9470.25,4998.3,Regular
1378,User1378,DE,2023-06-04,5060.33,2415.29,Regular
1379,User1379,NO,2023-04-10,9074.59,7121.62,Gold
1380,User1380,PL,2023-03-21,602.7,298.82,Regular
1381,User1381,DK,2023-09-20,972.14,305.14,Gold
1382,User1382,UK,2023-03-22,69.3,21.22,Regular
1383,User1383,FR,2023-12-30,6783.3,3652.43,Regular
1384,User1384,SE,2023-04-03,3620.19,2176.21,Gold
1385,User1385,PL,2022-10-11,9175.28,6115.5,VIP
1386,User1386,ES,2022-12-03,7220.89,3647.57,Silver
1387,User1387,ES,2023-11-08,7015.67,3486.66,Regular
1388,User1388,IT,2023-02-11,8638.9,3191.3,VIP
1389,User1389,FR,2022-09-21,8666.56,6199.06,Regular
1390,User1390,PL,2023-01-23,1102.23,786.45,VIP
1391,User1391,ES,2023-03-25,4563.27,1466.85,Gold
1392,User1392,DE,2022-12-31,453.83,254.83,Regular
1393,User1393,DK,2023-01-04,7255.97,4423.51,VIP
1394,User1394,UK,2023-04-29,7883.56,4911.65,Silver
1395,User1395,NO,2022-10-30,6204.95,4847.0,VIP
1396,User1396,IT,2023-12-24,8410.81,3191.96,Silver
1397,User1397,IT,2023-03-03,9747.91,8606.88,Gold
1398,User1398,DE,2023-12-17,9047.67,4813.07,VIP
1399,User1399,FR,2024-01-25,1036.2,741.22,VIP
1400,User1400,SE,2023-05-14,7188.21,3040.71,Silver
1401,User1401,PL,2022-12-14,495.46,384.61,Regular
1402,User1402,UK,2023-06-28,5781.16,4140.83,Regular
1403,User1403,DK,2022-12-04,3490.04,2231.01,Silver
1404,User1404,SE,2023-06-18,4613.47,3529.3,Gold
1405,User1405,NO,2024-01-10,2583.48,1492.91,VIP
1406,User1406,SE,2023-05-30,5402.85,2675.02,Silver
1407,User1407,FR,2024-01-12,308.76,265.71,Silver
1408,User1408,ES,2023-02-28,1985.83,1054.14,Gold
1409,User1409,UK,2024-01-02,8608.71,5761.26,Gold
1410,User1410,PL,2023-01-02,5934.85,3119.23,Regular
1411,User1411,UK,2023-11-11,3648.08,1418.54,Gold
1412,User1412,PL,2022-11-07,2492.64,1396.22,Regular
1413,User1413,DK,2022-10-20,3561.11,2674.43,VIP
1414,User1414,DE,2023-02-24,7697.13,2960.49,Regular
1415,User1415,UK,2023-09-07,411.8,307.59,Gold
1416,User1416,PL,2023-02-15,3635.19,2697.91,Silver
1417,User1417,PL,2023-06-14,3299.05,1909.35,Gold
1418,User1418,DK,2023-09-18,2360.88,1401.39,Regular
1419,User1419,FR,2024-01-12,7571.36,6284.64,Regular
1420,User1420,IT,2023-12-08,2857.06,2551.13,VIP
1421,User1421,NL,2022-08-20,4626.0,3604.58,Gold
1422,User1422,NO,2023-12-24,1742.57,1499.06,Regular
1423,User1423,IT,2023-06-10,2465.25,1968.09,Regular
1424,User1424,PL,2023-03-13,7269.31,4744.35,Regular
1425,User1425,SE,2023-01-10,1644.77,1523.29,VIP
1426,User1426,PL,2023-11-15,3620.62,1306.46,Silver
1427,User1427,NO,2022-09-06,3985.89,2944.69,Silver
1428,User1428,IT,2023-11-15,9018.0,5927.7,VIP
1429,User1429,UK,2022-11-17,5261.77,3139.98,Gold
1430,User1430,ES,2022-08-22,4788.86,4170.33,Gold
1431,User1431,UK,2024-01-04,7101.06,4999.45,VIP
1432,User1432,SE,2023-08-18,2773.63,2176.87,VIP
1433,User1433,PL,2023-04-28,2575.71,1542.68,VIP
1434,User1434,NL,2022-09-09,2696.1,1417.15,Gold
1435,User1435,FR,2023-11-14,6851.83,4054.91,VIP
1436,User1436,DE,2022-10-02,9472.07,7181.83,Regular
1437,User1437,DK,2024-01-25,5756.45,5257.3,Regular
1438,User1438,UK,2022-12-29,1802.77,821.31,Regular
1439,User1439,UK,2023-07-04,2015.89,660.81,Gold
1440,User1440,NO,2022-08-17,6171.61,4946.01,Silver
1441,User1441,UK,2023-02-01,920.46,564.52,Regular
1442,User1442,DE,2022-10-06,7033.97,2388.07,Gold
1443,User1443,FR,2023-03-12,5408.35,2638.4,Regular
1444,User1444,NO,2023-02-26,7669.15,4907.37,Regular
1445,User1445,UK,2022-08-17,9059.15,3253.3,VIP
1446,User1446,UK,2022-11-12,5600.47,3825.8,Gold
1447,User1447,SE,2023-09-08,7664.26,2711.43,VIP
1448,User1448,FR,2023-03-17,7139.4,3475.48,Gold
1449,User1449,SE,2024-01-01,7622.64,3686.51,Regular
1450,User1450,IT,2022-08-14,2823.98,2565.24,Silver
1451,User1451,IT,2023-08-22,2335.82,1559.86,Gold
1452,User1452,NO,2022-08-19,9766.16,8669.4,VIP
1453,User1453,DE,2023-03-16,1815.83,884.97,Silver
1454,User1454,SE,2023-05-27,7779.54,4787.99,VIP
1455,User1455,DE,2022-12-25,9176.99,4769.51,Silver
1456,User1456,FR,2023-04-17,1428.43,483.87,Regular
1457,User1457,IT,2023-09-26,4124.75,3450.55,Gold
1458,User1458,UK,2023-08-04,924.92,676.7,Gold
1459,User1459,IT,2023-06-27,6345.15,5493.49,Silver
1460,User1460,FR,2024-02-01,5953.08,5303.28,Silver
1461,User1461,NO,2023-07-03,997.74,588.32,VIP
1462,User1462,SE,2023-02-04,2182.43,1745.88,Gold
1463,User1463,IT,2023-08-26,2315.54,826.63,Regular
1464,User1464,DK,2022-12-24,4424.82,1665.32,Regular
1465,User1465,SE,2022-12-03,2361.47,1192.05,VIP
1466,User1466,FR,2023-12-10,641.11,311.25,Regular
1467,User1467,FR,2022-12-20,2613.95,2393.3,Silver
1468,User1468,PL,2023-06-29,1615.06,742.93,Silver
1469,User1469,DE,2023-03-21,4215.35,1767.49,Gold
1470,User1470,NO,2022-12-28,1847.36,1397.64,Silver
1471,User1471,IT,2023-12-24,7147.0,3485.37,VIP
1472,User1472,NO,2023-04-29,2414.27,1428.73,VIP
1473,User1473,UK,2023-11-26,8255.99,6339.74,Gold
1474,User1474,SE,2023-01-24,8840.65,7919.34,Gold
1475,User1475,NL,2023-07-19,7269.42,3055.55,Regular
1476,User1476,IT,2024-01-06,7864.01,7195.18,VIP
1477,User1477,NL,2022-11-02,7763.37,3106.28,Silver
1478,User1478,FR,2023-03-22,3187.37,1476.3,Gold
1479,User1479,PL,2023-09-19,1854.86,589.36,Silver
1480,User1480,ES,2023-02-07,3887.69,3535.74,Silver
1481,User1481,DK,2023-03-13,937.97,494.41,VIP
1482,User1482,ES,2024-01-21,9505.95,3874.8,Gold
1483,User1483,UK,2023-12-26,5478.25,3438.45,Silver
1484,User1484,DK,2024-01-07,2202.03,754.82,Gold
1485,User1485,NO,2024-01-01,8030.39,7097.71,VIP
1486,User1486,IT,2023-03-28,1310.93,720.13,Silver
1487,User1487,DE,2023-07-13,8874.16,6176.67,Gold
1488,User1488,PL,2023-10-02,1907.0,749.62,VIP
1489,User1489,UK,2023-10-23,4418.55,3483.68,Silver
1490,User1490,DK,2022-08-12,1272.35,1003.79,Silver
1491,User1491,IT,2022-10-19,6536.04,2843.8,VIP
1492,User1492,SE,2023-01-28,4163.23,2769.11,VIP
1493,User1493,SE,2023-08-15,755.58,472.26,Regular
1494,User1494,UK,2023-10-27,1214.22,653.69,Regular
1495,User1495,UK,2023-01-17,2848.35,1646.62,Gold
1496,User1496,DK,2023-12-28,5455.41,4423.08,Silver
1497,User1497,FR,2023-07-15,8711.22,2973.98,VIP
1498,User1498,IT,2023-05-01,2952.24,2014.24,Silver
1499,User1499,UK,2023-03-20,3262.78,1833.39,Silver
1500,User1500,FR,2023-02-27,4486.62,2590.28,Gold
1501,User1501,DK,2022-11-15,5542.35,2938.4,Silver
1502,User1502,DK,2023-05-04,3985.82,2723.81,Regular
1503,User1503,ES,2022-09-13,2794.11,2626.45,Silver
1504,User1504,SE,2022-12-05,189.4,129.86,Silver
1505,User1505,DE,2022-10-25,6934.04,2275.79,Regular
1506,User1506,DK,2023-05-23,3487.74,1413.32,Gold
1507,User1507,ES,2022-11-07,7083.81,4923.66,VIP
1508,User1508,FR,2023-08-28,7770.81,7206.92,VIP
1509,User1509,FR,2023-12-30,624.84,484.5,VIP
1510,User1510,UK,2022-09-22,7906.23,4398.38,Gold
1511,User1511,PL,2023-10-01,6323.7,2810.59,Gold
1512,User1512,IT,2023-10-07,2614.12,2312.57,Silver
1513,User1513,NL,2023-05-14,3887.88,3012.37,VIP
1514,User1514,NL,2022-09-25,9269.01,3998.18,VIP
1515,User1515,SE,2023-11-18,4796.07,4326.58,Regular
1516,User1516,FR,2023-11-11,9921.99,6733.31,VIP
1517,User1517,UK,2023-08-19,5676.22,2056.39,VIP
1518,User1518,ES,2023-05-17,7212.47,3600.12,Silver
1519,User1519,NO,2023-05-23,3805.0,1956.98,Silver
1520,User1520,NO,2023-12-26,3158.2,2479.05,Gold
1521,User1521,SE,2023-02-21,5525.98,3124.54,VIP
1522,User1522,ES,2023-03-31,7042.18,4461.68,VIP
1523,User1523,NL,2023-02-27,7844.02,2602.56,Silver
1524,User1524,NL,2023-01-02,3162.68,1681.8,VIP
1525,User1525,SE,2022-08-27,786.56,576.54,Silver
1526,User1526,FR,2023-04-23,8535.16,4162.84,Gold
1527,User1527,IT,2022-10-07,5216.53,3674.99,VIP
1528,User1528,UK,2023-04-26,2938.95,1439.85,Silver
1529,User1529,FR,2023-03-10,9828.31,8995.18,VIP
1530,User1530,NL,2022-12-13,3090.51,1342.9,Silver
1531,User1531,NL,2023-10-13,1032.95,632.17,Gold
1532,User1532,DK,2022-08-29,1897.73,1304.24,Silver
1533,User1533,PL,2023-01-21,2000.42,1025.57,Gold
1534,User1534,NO,2023-04-03,6143.35,3128.19,VIP
1535,User1535,UK,2023-08-05,3943.85,3022.54,VIP
1536,User1536,DE,2023-08-02,7151.69,3475.76,VIP
1537,User1537,NL,2024-01-06,5049.39,2585.85,Gold
1538,User1538,ES,2022-12-25,6674.5,5152.98,Regular
1539,User1539,SE,2023-09-06,8516.58,3068.9,Gold
1540,User1540,DE,2022-09-05,8314.88,7888.25,Regular
1541,User1541,UK,2023-10-10,4749.44,4201.8,VIP
1542,User1542,SE,2023-02-18,183.12,153.77,Silver
1543,User1543,ES,2022-09-19,3341.21,2093.74,Regular
1544,User1544,DE,2023-10-01,2262.87,1800.51,Regular
1545,User1545,PL,2023-08-01,8784.99,6186.24,Regular
1546,User1546,ES,2023-03-08,872.36,694.14,Silver
1547,User1547,SE,2023-11-25,1031.45,947.48,VIP
1548,User1548,IT,2024-02-03,7655.64,5552.36,Gold
1549,User1549,SE,2022-10-06,868.88,689.34,VIP
1550,User1550,IT,2024-01-01,2405.03,1778.99,Silver
1551,User1551,DE,2022-08-21,7607.37,5260.56,Regular
1552,User1552,DE,2023-06-16,700.48,323.96,Silver
1553,User1553,NO,2022-11-18,6701.96,4405.21,VIP
1554,User1554,SE,2023-06-11,3159.99,1466.11,VIP
1555,User1555,DE,2023-12-13,8811.8,7167.63,Gold
1556,User1556,DE,2022-08-16,4609.22,2182.17,Silver
1557,User1557,IT,2023-02-05,1369.54,683.94,Gold
1558,User1558,SE,2023-01-16,9063.77,3172.37,Regular
1559,User1559,DK,2023-04-04,1258.97,1035.29,Silver
1560,User1560,FR,2023-08-11,982.69,734.73,Regular
1561,User1561,DE,2023-07-03,4419.89,2985.62,Regular
1562,User1562,FR,2023-03-12,1850.87,1396.02,Silver
1563,User1563,ES,2023-09-29,8041.37,3326.82,Regular
1564,User1564,DK,2022-12-04,1560.41,1279.34,VIP
1565,User1565,NL,2023-05-19,2873.49,2174.41,Silver
1566,User1566,IT,2023-04-11,7993.66,2438.61,VIP
1567,User1567,PL,2022-10-23,8889.26,6484.38,Gold
1568,User1568,PL,2022-11-12,8434.91,5638.68,Gold
1569,User1569,PL,2022-09-26,8152.06,6304.86,Regular
1570,User1570,DE,2023-01-04,6679.38,5933.78,Silver
1571,User1571,DK,2023-02-26,2866.3,1975.42,Gold
1572,User1572,SE,2023-01-13,5420.97,3591.7,Silver
1573,User1573,NL,2023-08-03,6406.29,3456.66,Regular
1574,User1574,IT,2023-03-01,5192.51,3773.65,Gold
1575,User1575,ES,2023-05-06,6178.15,4935.94,Regular
1576,User1576,SE,2023-08-01,6813.49,5429.24,Gold
1577,User1577,NL,2024-01-12,3394.17,1189.31,VIP
1578,User1578,PL,2023-02-26,4172.17,3482.3,Silver
1579,User1579,SE,2023-04-20,1559.38,1158.71,Regular
1580,User1580,SE,2023-03-17,149.13,75.98,Silver
1581,User1581,ES,2023-07-18,5955.43,2044.15,Regular
1582,User1582,PL,2023-10-12,8340.47,4079.82,Gold
1583,User1583,SE,2022-12-14,8958.48,4984.45,VIP
1584,User1584,NO,2022-11-02,7491.64,2615.96,VIP
1585,User1585,SE,2023-12-02,2912.32,2330.36,Regular
1586,User1586,SE,2022-08-17,9558.78,6719.6,VIP
1587,User1587,DK,2023-01-24,1396.03,501.29,Silver
1588,User1588,UK,2024-01-28,3782.7,2078.37,VIP
1589,User1589,ES,2023-11-25,5657.73,2910.44,Silver
1590,User1590,UK,2022-11-04,7956.13,4933.42,Silver
1591,User1591,UK,2024-01-02,5510.62,3526.57,Regular
1592,User1592,SE,2023-07-06,2037.33,1187.8,VIP
1593,User1593,IT,2023-11-17,2762.61,1253.52,VIP
1594,User1594,NO,2024-01-26,3419.92,2297.51,Silver
1595,User1595,FR,2023-06-01,3781.81,2617.57,Gold
1596,User1596,IT,2023-06-16,4313.12,2306.97,Regular
1597,User1597,ES,2022-11-27,2665.52,2391.45,Gold
1598,User1598,DK,2023-09-28,9879.13,5625.63,Gold
1599,User1599,FR,2023-01-14,7469.37,3097.22,Silver
1600,User1600,PL,2024-01-23,9389.12,6752.18,Gold
1601,User1601,FR,2023-07-03,8544.16,6462.71,Regular
1602,User1602,IT,2023-06-14,5326.38,3444.79,Silver
1603,User1603,NO,2023-05-20,8913.5,7822.74,Gold
1604,User1604,DE,2022-12-07,6413.66,4613.03,Gold
1605,User1605,ES,2024-01-01,6825.75,6367.62,VIP
1606,User1606,UK,2023-01-01,8399.58,3412.2,Regular
1607,User1607,UK,2023-04-23,3909.76,2869.47,VIP
1608,User1608,ES,2023-03-29,7628.15,6815.28,Regular
1609,User1609,NL,2022-10-29,5757.92,5151.03,Regular
1610,User1610,ES,2024-01-13,1073.99,573.96,Gold
1611,User1611,NO,2023-09-17,1759.41,1507.28,VIP
1612,User1612,NL,2022-11-29,4086.46,3641.8,Regular
1613,User1613,NL,2023-06-03,8684.52,6123.97,Regular
1614,User1614,UK,2023-08-15,6263.46,4839.74,Regular
1615,User1615,UK,2023-12-30,313.17,211.63,Regular
1616,User1616,NO,2023-12-04,4674.39,1573.97,Regular
1617,User1617,IT,2023-08-08,1897.73,949.88,Gold
1618,User1618,UK,2023-08-06,2963.53,2692.52,Silver
1619,User1619,NL,2023-07-26,1515.44,1192.22,Silver
1620,User1620,SE,2023-01-23,3888.04,1381.88,Silver
1621,User1621,UK,2023-09-30,1239.11,972.88,Regular
1622,User1622,SE,2023-09-05,2413.52,2017.33,Silver
1623,User1623,DK,2023-08-10,6734.1,6204.28,Gold
1624,User1624,IT,2023-06-20,9714.11,8810.77,VIP
1625,User1625,SE,2023-12-10,5514.02,2184.72,Regular
1626,User1626,PL,2023-05-27,5173.25,3983.38,VIP
1627,User1627,UK,2023-08-03,8795.72,6662.58,Gold
1628,User1628,DK,2023-03-16,4576.06,4111.23,Silver
1629,User1629,IT,2022-12-21,8548.25,5927.33,Regular
1630,User1630,PL,2022-12-06,4465.54,2857.17,Regular
1631,User1631,DK,2022-10-25,8142.01,4796.64,Silver
1632,User1632,IT,2023-02-11,2728.02,1220.33,VIP
1633,User1633,PL,2024-01-12,4412.32,1543.01,Gold
1634,User1634,PL,2023-03-10,3970.46,2957.47,Silver
1635,User1635,NL,2023-07-03,7031.29,6365.44,Silver
1636,User1636,ES,2022-11-16,9565.79,6596.64,VIP
1637,User1637,DK,2023-03-30,9292.13,2918.8,Gold
1638,User1638,NO,2024-02-04,2178.68,1641.97,Gold
1639,User1639,DK,2023-08-13,8319.64,7327.31,Regular
1640,User1640,IT,2023-05-21,3803.52,2016.47,Regular
1641,User1641,SE,2022-08-21,9112.76,8579.06,Regular
1642,User1642,NO,2023-02-06,8965.12,5487.81,Regular
1643,User1643,NL,2023-07-27,9731.9,6829.71,VIP
1644,User1644,FR,2022-10-30,897.12,426.07,Silver
1645,User1645,IT,2023-06-14,8481.94,7340.28,VIP
1646,User1646,IT,2023-03-05,7896.83,4296.65,Silver
1647,User1647,SE,2022-11-18,160.6,78.23,Regular
1648,User1648,ES,2023-02-10,4009.27,1481.44,Gold
1649,User1649,FR,2022-12-03,2442.9,1118.52,Gold
1650,User1650,NO,2022-10-15,4650.31,3918.66,Gold
1651,User1651,DE,2023-04-10,949.22,807.22,Regular
1652,User1652,PL,2022-09-10,3369.61,2284.68,VIP
1653,User1653,DE,2023-11-03,6156.2,5129.5,Regular
1654,User1654,IT,2023-11-20,8518.0,5336.13,Gold
1655,User1655,NL,2022-09-29,5457.93,1672.34,VIP
1656,User1656,DE,2022-11-02,1376.68,901.47,Silver
1657,User1657,ES,2023-07-23,8636.02,3361.67,Gold
1658,User1658,SE,2023-08-28,6279.82,2092.09,Gold
1659,User1659,UK,2023-12-25,8303.53,5711.26,Regular
1660,User1660,IT,2023-02-26,5678.45,3422.24,VIP
1661,User1661,DK,2023-03-18,1247.74,480.86,Regular
1662,User1662,IT,2024-01-31,57.07,46.1,Gold
1663,User1663,UK,2023-09-03,9735.9,3868.36,VIP
1664,User1664,DK,2022-10-15,1882.59,1636.45,Silver
1665,User1665,IT,2022-11-14,4264.21,3748.65,VIP
1666,User1666,PL,2023-02-03,2962.45,2746.35,Regular
1667,User1667,DK,2023-04-26,5253.31,4334.02,VIP
1668,User1668,PL,2023-11-05,2746.58,1782.9,VIP
1669,User1669,SE,2024-01-16,9802.58,8461.87,Regular
1670,User1670,IT,2024-01-19,4815.85,2289.13,VIP
1671,User1671,NL,2023-03-04,1003.65,538.35,Silver
1672,User1672,UK,2023-09-14,9144.96,3121.07,VIP
1673,User1673,ES,2023-07-08,4147.14,1634.89,VIP
1674,User1674,PL,2023-11-03,3381.0,2258.38,Gold
1675,User1675,DK,2023-09-23,7619.15,6439.01,Silver
1676,User1676,SE,2023-01-09,5961.02,4575.0,Regular
1677,User1677,DE,2024-02-02,7277.02,2445.21,Silver
1678,User1678,NL,2023-07-17,5591.08,3583.06,Silver
1679,User1679,UK,2023-04-14,5887.62,3074.05,VIP
1680,User1680,ES,2023-07-21,6813.44,5765.0,VIP
1681,User1681,FR,2023-09-26,1227.58,1045.23,VIP
1682,User1682,PL,2022-11-25,4158.74,2358.03,Regular
1683,User1683,NL,2023-02-17,5107.82,4110.53,VIP
1684,User1684,DE,2023-07-17,4820.51,3483.16,Gold
1685,User1685,UK,2023-04-03,1268.46,789.57,Regular
1686,User1686,NL,2023-05-02,6210.98,2377.58,Gold
1687,User1687,DE,2022-09-24,3008.44,1935.1,Silver
1688,User1688,PL,2023-03-28,3280.4,2872.57,Regular
1689,User1689,ES,2023-12-27,5017.01,1728.48,Gold
1690,User1690,PL,2023-08-30,8055.75,3254.6,Gold
1691,User1691,FR,2023-12-02,565.64,530.57,Regular
1692,User1692,DE,2024-01-08,221.73,175.42,Regular
1693,User1693,PL,2023-10-16,4723.25,3298.23,VIP
1694,User1694,NL,2022-08-29,587.85,205.44,VIP
1695,User1695,PL,2023-09-19,9051.29,8431.98,Regular
1696,User1696,PL,2023-12-08,9801.16,5751.41,Silver
1697,User1697,DK,2022-12-27,6192.52,2384.35,Regular
1698,User1698,DE,2022-09-09,4433.22,2983.47,Gold
1699,User1699,NL,2022-09-01,1662.27,549.24,Silver
1700,User1700,FR,2023-10-01,7435.48,5725.9,Gold
1701,User1701,IT,2023-07-02,3965.83,3625.71,Gold
1702,User1702,IT,2023-08-15,6845.52,2844.16,Gold
1703,User1703,SE,2024-01-17,3783.05,1433.92,VIP
1704,User1704,PL,2023-05-05,2728.45,2462.79,Silver
1705,User1705,DK,2023-12-09,2389.02,1396.88,VIP
1706,User1706,FR,2023-08-23,1901.33,1512.03,Gold
1707,User1707,NL,2023-08-12,1490.67,548.38,Silver
1708,User1708,UK,2023-04-17,2744.24,1237.7,VIP
1709,User1709,NO,2023-01-15,2523.4,1960.18,Silver
1710,User1710,NL,2023-01-25,1654.61,1000.73,Regular
1711,User1711,DE,2023-12-12,2611.37,2411.94,Regular
1712,User1712,ES,2023-10-09,5411.12,1625.93,Regular
1713,User1713,PL,2023-07-13,2857.66,2261.31,Gold
1714,User1714,PL,2022-11-18,4288.76,1991.85,VIP
1715,User1715,NO,2023-03-29,7631.25,6748.63,Gold
1716,User1716,DK,2023-06-01,986.79,464.87,Gold
1717,User1717,UK,2023-11-03,8913.7,7433.26,Gold
1718,User1718,ES,2023-02-03,4664.18,2671.06,VIP
1719,User1719,ES,2022-12-01,8436.5,7335.29,Silver
1720,User1720,IT,2022-12-08,786.14,603.77,VIP
1721,User1721,IT,2022-09-15,2442.69,2246.85,Regular
1722,User1722,PL,2023-11-21,5691.26,2979.31,Regular
1723,User1723,PL,2022-11-14,5757.11,2907.66,Regular
1724,User1724,DK,2023-01-08,6904.22,2765.24,Silver
1725,User1725,FR,2023-05-16,9325.28,4799.1,Regular
1726,User1726,PL,2023-03-17,9190.87,6066.95,VIP
1727,User1727,PL,2023-11-18,5596.56,3177.93,VIP
1728,User1728,NO,2023-01-30,2191.03,1212.98,Silver
1729,User1729,SE,2023-10-23,4899.34,2852.51,VIP
