user_id,username,country,vip_status,registration_date,total_deposited,total_withdrawn,lifetime_bets,lifetime_staked,lifetime_won,lifetime_GGR
1067,User1067,UK,Silver,2023-10-28,4857.8,2631.32,12,2990.08,3381.61,-391.53
1068,User1068,UK,Regular,2022-11-12,9944.66,6239.73,22,5415.51,5386.62,28.89
1069,User1069,UK,Gold,2023-04-01,8663.94,6899.4,38,8505.67,10392.34,-1886.67
1070,User1070,SE,Regular,2024-01-02,7526.05,6780.09,47,13555.39,13671.31,-115.92
1071,User1071,DE,Gold,2023-07-19,8970.33,3267.15,40,10792.01,13264.43,-2472.42
1072,User1072,ES,Gold,2024-01-08,6466.57,5426.19,25,6546.46,9215.06,-2668.6
1073,User1073,NL,VIP,2023-09-26,4461.73,2927.42,23,5035.52,6853.04,-1817.52
1074,User1074,UK,Silver,2023-11-01,9499.32,5786.95,14,2468.79,3622.46,-1153.67
1075,User1075,DE,VIP,2023-08-06,3224.19,1284.46,46,12435.78,13876.44,-1440.66
1076,User1076,DE,Gold,2023-02-23,3500.88,3140.22,45,10325.37,7918.17,2407.2
1077,User1077,UK,VIP,2023-06-15,9246.87,6269.79,32,7099.14,9369.92,-2270.78
1078,User1078,SE,Silver,2023-01-12,1618.35,774.98,46,11905.92,15168.82,-3262.9
1079,User1079,DE,Regular,2023-10-20,3871.05,3000.28,25,4889.48,5444.91,-555.43
1080,User1080,NO,Gold,2022-11-24,8112.5,6460.21,28,7452.4,5183.37,2269.03
1081,User1081,DE,Silver,2023-09-02,8069.57,5744.59,49,11435.36,18478.52,-7043.16
1082,User1082,NL,Gold,2022-08-20,5747.22,4907.5,26,6866.93,11531.75,-4664.82
1083,User1083,ES,Gold,2024-01-19,5779.43,2361.5,38,10032.37,10394.8,-362.43
1084,User1084,IT,Silver,2022-08-25,9978.95,9406.66,7,2164.74,2287.47,-122.73
1085,User1085,FR,Gold,2022-08-25,2253.74,1989.13,25,5956.12,5490.71,465.41
1086,User1086,UK,Gold,2023-07-27,6563.98,5062.37,43,10429.3,15213.88,-4784.58
1087,User1087,UK,Regular,2022-09-25,3926.66,2070.61,1,290.91,0.0,290.91
1088,User1088,PL,VIP,2022-10-05,7345.53,3920.84,22,5162.34,9733.05,-4570.71
1089,User1089,SE,VIP,2023-06-21,4522.77,2017.09,9,3242.23,2061.39,1180.84
1090,User1090,NL,Gold,2022-11-13,4426.3,2913.58,25,7167.27,12033.22,-4865.95
1091,User1091,SE,VIP,2023-04-13,4649.57,2278.12,20,4546.4,8793.42,-4247.02
1092,User1092,IT,Gold,2022-10-30,1691.06,1488.12,24,5368.73,5272.72,96.01
1093,User1093,NL,Regular,2023-08-14,6736.45,3724.73,14,3534.18,4607.75,-1073.57
1094,User1094,ES,VIP,2022-09-09,4591.05,1390.73,38,8446.34,10352.97,-1906.63
1095,User1095,FR,Regular,2023-05-10,9212.45,4279.59,22,5710.06,12432.59,-6722.53
1096,User1096,UK,VIP,2023-08-17,3417.23,2149.38,24,6743.46,7280.52,-537.06
1097,User1097,UK,Regular,2023-10-29,767.93,688.49,22,6116.28,8346.4,-2230.12
1098,User1098,DE,Gold,2022-12-31,7307.81,3824.65,24,5506.56,5738.64,-232.08
1099,User1099,NL,Silver,2023-06-05,2694.48,2245.71,14,4119.15,7808.38,-3689.23
1100,User1100,FR,VIP,2024-01-29,865.17,697.07,11,2430.52,4759.27,-2328.75
1101,User1101,NO,Gold,2023-10-11,4978.35,2877.38,2,488.43,956.62,-468.19
1102,User1102,FR,Regular,2023-03-23,9001.47,4259.54,2,469.79,1207.55,-737.76
1103,User1103,DE,Regular,2023-08-21,313.64,187.74,42,10716.97,15675.22,-4958.25
1104,User1104,FR,Silver,2023-04-05,8628.31,3487.78,20,6018.73,4169.99,1848.74
1105,User1105,PL,Regular,2022-10-30,2537.36,1334.17,11,2666.73,5973.66,-3306.93
1106,User1106,DE,Gold,2023-02-18,8440.26,5633.22,41,11405.93,11299.74,106.19
1107,User1107,UK,Regular,2023-02-21,2483.17,1125.86,18,5524.96,6447.94,-922.98
1108,User1108,FR,VIP,2023-07-16,1355.99,955.85,49,12433.15,13294.77,-861.62
1109,User1109,DE,VIP,2023-08-17,4091.01,1913.93,16,3121.69,5064.95,-1943.26
1110,User1110,NO,Silver,2022-12-06,3048.32,1594.6,46,12360.75,15955.88,-3595.13
1111,User1111,DK,VIP,2023-03-18,3645.2,2638.42,48,11719.77,11883.02,-163.25
1112,User1112,DE,Regular,2023-04-03,9261.34,6351.02,28,6671.05,10741.15,-4070.1
1113,User1113,NO,Gold,2023-05-29,3925.7,2186.11,8,2001.91,0.0,2001.91
1114,User1114,ES,VIP,2023-01-10,3497.0,3142.8,41,11316.99,14322.17,-3005.18
1115,User1115,UK,Silver,2024-02-04,7860.66,4096.62,4,930.07,1797.35,-867.28
1116,User1116,PL,VIP,2023-06-18,3381.88,1604.37,33,7213.32,4717.94,2495.38
1117,User1117,PL,Silver,2022-11-10,9455.59,8570.74,4,1254.95,2578.18,-1323.23
1118,User1118,UK,Regular,2022-10-04,164.96,119.07,45,12503.06,12057.52,445.54
1119,User1119,SE,Silver,2022-10-10,9535.48,8100.01,38,10451.93,13505.9,-3053.97
1120,User1120,NO,VIP,2023-04-16,1015.94,486.84,25,7317.89,7554.43,-236.54
1121,User1121,PL,Gold,2022-12-11,5537.51,3858.47,7,1875.16,2357.22,-482.06
1122,User1122,FR,Regular,2024-01-28,826.42,752.22,7,1293.82,3551.99,-2258.17
1123,User1123,PL,Regular,2023-12-04,8768.91,6009.26,37,10145.32,11885.15,-1739.83
1124,User1124,ES,Regular,2023-08-23,5169.08,1962.9,48,13179.67,21673.37,-8493.7
1125,User1125,PL,VIP,2023-07-04,697.58,524.38,31,8316.15,7161.74,1154.41
1126,User1126,ES,Silver,2023-09-09,6740.29,3707.28,35,7517.84,15313.89,-7796.05
1127,User1127,ES,VIP,2023-06-04,5827.22,2811.07,18,4185.6,8890.06,-4704.46
1128,User1128,FR,VIP,2022-08-14,1965.67,1273.0,25,6339.59,11068.22,-4728.63
1129,User1129,ES,Regular,2023-11-08,7160.78,5215.75,14,3469.89,6774.84,-3304.95
1130,User1130,SE,Regular,2023-07-13,3767.87,3412.49,45,10306.61,8176.24,2130.37
1131,User1131,FR,Regular,2022-10-02,2649.74,813.7,11,3358.32,3781.78,-423.46
1132,User1132,DE,VIP,2023-01-28,9809.72,8780.73,26,6702.57,5341.38,1361.19
1133,User1133,DK,Gold,2023-05-02,5203.04,2914.91,49,13535.71,17108.82,-3573.11
1134,User1134,IT,Silver,2024-01-30,5126.01,3554.67,22,5235.69,5106.22,129.47
1135,User1135,DK,VIP,2023-11-26,8008.07,7439.31,25,5639.51,7805.26,-2165.75
1136,User1136,SE,Gold,2022-12-25,313.36,280.21,43,12497.16,9600.69,2896.47
1137,User1137,NO,Silver,2022-09-16,7477.79,5710.52,24,5479.42,6862.4,-1382.98
1138,User1138,FR,Gold,2023-05-08,9774.08,3042.5,39,10238.32,11630.53,-1392.21
1139,User1139,DE,Regular,2024-01-17,5278.65,3731.56,50,13549.45,16257.55,-2708.1
1140,User1140,DE,Silver,2023-06-22,7033.78,6042.92,8,2117.69,2265.85,-148.16
1141,User1141,NO,Silver,2023-08-31,5086.36,3547.9,21,4349.39,5755.93,-1406.54
1142,User1142,IT,Regular,2022-12-22,7980.26,6720.83,32,7923.81,9637.4,-1713.59
1143,User1143,ES,Regular,2023-04-30,2628.06,1172.57,49,12521.83,19180.62,-6658.79
1144,User1144,NO,Regular,2022-11-27,3960.98,1335.57,11,3167.39,1782.42,1384.97
1145,User1145,DK,Regular,2023-01-25,6204.3,2060.43,46,11592.89,14823.06,-3230.17
1146,User1146,FR,Regular,2023-05-02,1621.68,532.64,16,4845.59,7604.79,-2759.2
1147,User1147,NO,Silver,2023-01-25,2295.01,2159.05,45,11555.09,20089.74,-8534.65
1148,User1148,DK,VIP,2024-01-05,9207.56,3858.82,1,26.35,104.61,-78.26
1149,User1149,IT,Gold,2023-03-31,9908.55,3303.1,34,8233.85,12815.34,-4581.49
1150,User1150,UK,Silver,2023-11-02,5785.86,2582.77,38,9309.72,11894.4,-2584.68
1151,User1151,UK,VIP,2023-08-28,811.42,498.68,39,8215.82,10642.22,-2426.4
1152,User1152,NO,Regular,2022-11-18,2466.99,2186.11,39,9592.38,7373.81,2218.57
1153,User1153,DK,Gold,2022-09-22,3042.02,1760.65,44,10408.0,11640.38,-1232.38
1154,User1154,UK,Gold,2023-07-26,8772.6,3604.12,37,8634.97,17290.27,-8655.3
1155,User1155,NO,Silver,2022-12-09,3037.52,1649.52,11,2607.11,2316.27,290.84
1156,User1156,UK,Silver,2022-10-31,5213.77,4260.3,32,8727.66,9023.56,-295.9
1157,User1157,ES,Gold,2022-08-18,1596.02,1432.61,39,9688.95,9366.97,321.98
1158,User1158,SE,Regular,2022-08-23,3615.74,2965.87,18,5841.66,6110.15,-268.49
1159,User1159,SE,Gold,2022-11-08,3180.7,2166.68,35,9320.55,10683.9,-1363.35
1160,User1160,ES,Silver,2022-11-04,7046.66,5767.86,22,5619.75,7629.54,-2009.79
1161,User1161,ES,Regular,2023-03-15,2183.0,897.67,19,4655.5,3241.25,1414.25
1162,User1162,NL,Regular,2023-09-30,7165.75,4987.13,20,4056.24,7979.14,-3922.9
1163,User1163,NO,Silver,2023-03-21,4215.28,2294.03,31,7456.17,6735.11,721.06
1164,User1164,FR,VIP,2023-12-20,6706.74,6242.99,38,8922.66,9945.34,-1022.68
1165,User1165,NL,Regular,2023-06-25,4949.77,4344.45,41,9244.55,14615.4,-5370.85
1166,User1166,PL,Regular,2024-02-05,6329.79,4457.87,49,13585.17,17599.63,-4014.46
1167,User1167,DE,Regular,2023-05-08,145.57,103.7,2,576.43,0.0,576.43
1168,User1168,NO,Regular,2022-10-24,3102.1,1637.28,23,5516.11,7851.57,-2335.46
1169,User1169,PL,VIP,2023-08-05,6735.27,2969.47,2,503.16,1683.45,-1180.29
1170,User1170,IT,Gold,2024-01-05,6338.12,5403.44,26,6660.6,5033.67,1626.93
1171,User1171,DE,Regular,2023-10-29,3058.73,2659.58,2,313.06,489.91,-176.85
1172,User1172,DE,VIP,2024-02-08,198.14,179.45,13,3051.63,642.11,2409.52
1173,User1173,DK,Silver,2022-12-29,5513.0,3356.76,25,5230.71,5182.81,47.9
1174,User1174,ES,Regular,2023-09-04,4060.7,3345.08,33,7482.65,7366.84,115.81
1175,User1175,DK,VIP,2023-01-03,4349.44,1959.13,49,12107.71,15161.01,-3053.3
1176,User1176,UK,Silver,2022-12-23,9786.55,3281.9,48,13607.67,15981.77,-2374.1
1177,User1177,DE,Gold,2023-07-04,68.48,44.27,43,11317.77,12945.52,-1627.75
1178,User1178,NL,VIP,2023-07-24,884.81,494.67,43,11297.18,10980.45,316.73
1179,User1179,UK,Gold,2022-12-04,8447.69,3133.08,25,7225.22,5940.15,1285.07
1180,User1180,SE,VIP,2022-10-16,4068.44,2331.79,25,5886.5,1765.42,4121.08
1181,User1181,IT,Regular,2023-07-05,525.8,212.88,43,10461.73,13057.87,-2596.14
1182,User1182,PL,VIP,2023-12-21,3038.12,1181.87,37,9183.08,12522.22,-3339.14
1183,User1183,UK,Regular,2023-08-24,8276.48,5925.29,8,1856.94,974.71,882.23
1184,User1184,NL,Silver,2023-05-17,9123.82,6290.28,33,8177.52,10312.08,-2134.56
1185,User1185,FR,Regular,2023-12-08,2409.52,1356.55,10,2921.23,1186.93,1734.3
1186,User1186,IT,Regular,2023-04-18,4089.45,1236.32,1,152.72,675.02,-522.3
1187,User1187,SE,Silver,2023-05-06,1902.15,1798.45,38,9036.62,9271.54,-234.92
1188,User1188,NO,Regular,2023-02-04,2893.23,1578.81,5,893.49,1205.19,-311.7
1189,User1189,DE,Regular,2022-08-22,5740.67,4950.86,30,7330.45,6607.43,723.02
1190,User1190,ES,Gold,2022-10-27,2711.47,2350.73,25,5688.4,5938.53,-250.13
1191,User1191,DK,Silver,2023-08-04,5368.3,4393.38,14,3218.06,4649.95,-1431.89
1192,User1192,DE,VIP,2023-04-12,6466.66,4034.72,41,10871.18,10595.08,276.1
1193,User1193,NO,Silver,2022-10-01,3048.46,2325.37,32,7363.53,9491.06,-2127.53
1194,User1194,PL,Gold,2023-06-07,1313.17,1006.38,28,7338.0,8615.89,-1277.89
1195,User1195,PL,VIP,2022-09-23,4563.17,1780.48,6,1632.33,2542.94,-910.61
1196,User1196,ES,VIP,2023-06-04,6679.6,6013.88,11,2979.35,2483.33,496.02
1197,User1197,NO,Regular,2023-12-21,7179.83,4314.92,8,1945.31,2126.29,-180.98
1198,User1198,PL,Regular,2023-10-14,6022.07,5288.67,46,13939.68,19663.49,-5723.81
1199,User1199,DE,Regular,2023-07-29,6635.24,4077.05,25,3853.58,5021.49,-1167.91
1200,User1200,ES,VIP,2023-09-21,3663.92,2930.59,48,12239.55,12585.8,-346.25
1201,User1201,PL,VIP,2023-11-17,1947.21,827.7,28,7185.69,10981.05,-3795.36
1202,User1202,FR,Silver,2023-04-09,4942.26,4170.52,17,3809.74,2044.36,1765.38
1203,User1203,DK,Regular,2022-10-06,2491.86,1988.56,31,8999.6,11442.66,-2443.06
1204,User1204,ES,Silver,2023-08-10,794.46,680.47,35,10320.51,8900.63,1419.88
1205,User1205,DE,Gold,2022-10-18,1870.31,1771.64,48,13476.92,15131.79,-1654.87
1206,User1206,DE,VIP,2023-01-16,1796.8,1376.28,40,10687.9,12921.62,-2233.72
1207,User1207,NO,Silver,2023-02-28,2965.92,1053.86,11,2955.36,2928.73,26.63
1208,User1208,DK,VIP,2022-11-15,1712.03,964.91,37,8556.73,9934.51,-1377.78
1209,User1209,FR,Silver,2023-03-15,3695.98,2856.65,44,13217.54,18553.18,-5335.64
1210,User1210,UK,Regular,2024-02-03,6898.3,5974.08,38,8786.29,10859.17,-2072.88
1211,User1211,NO,Silver,2023-08-27,9913.32,8478.64,23,5571.44,11402.83,-5831.39
1212,User1212,UK,Regular,2023-06-21,2190.64,1009.01,28,7667.11,8373.1,-705.99
1213,User1213,PL,Regular,2024-02-04,4098.42,3860.14,12,3243.51,3832.5,-588.99
1214,User1214,ES,Regular,2023-07-31,9929.37,6257.99,42,9692.06,15131.3,-5439.24
1215,User1215,NL,Gold,2023-11-27,163.92,89.53,20,3696.05,4586.53,-890.48
1216,User1216,FR,Silver,2023-08-18,8900.13,5247.55,12,1980.09,2125.65,-145.56
1217,User1217,ES,Silver,2023-03-27,8756.21,4802.92,37,9880.26,11341.15,-1460.89
1218,User1218,NL,Regular,2023-11-30,2787.01,1520.79,41,9908.26,10811.09,-902.83
1219,User1219,ES,VIP,2023-11-03,2240.92,1503.2,31,6948.49,9194.45,-2245.96
1220,User1220,IT,VIP,2023-12-31,8788.54,7619.37,10,2537.6,1483.17,1054.43
1221,User1221,PL,Regular,2023-03-04,6116.12,4969.01,1,379.72,0.0,379.72
1222,User1222,DE,Silver,2023-11-08,6556.86,4450.73,13,3687.45,2934.53,752.92
1223,User1223,DK,Regular,2023-06-10,1253.47,1069.49,35,8559.23,11863.12,-3303.89
1224,User1224,NO,Regular,2023-05-25,5346.6,2185.49,27,6237.0,1883.75,4353.25
1225,User1225,PL,Gold,2023-03-16,6840.34,4242.15,30,8040.61,9543.58,-1502.97
1226,User1226,NO,Regular,2022-11-19,1860.09,1647.14,42,10524.06,13664.39,-3140.33
1227,User1227,ES,Silver,2022-11-17,5535.91,4691.63,36,8644.3,8521.08,123.22
1228,User1228,DK,Regular,2022-08-23,9996.21,7213.02,46,12039.65,22004.24,-9964.59
1229,User1229,SE,Silver,2022-12-15,8841.31,5597.59,11,3039.06,2673.11,365.95
1230,User1230,UK,VIP,2022-09-24,6291.09,2865.22,3,1254.97,569.33,685.64
1231,User1231,IT,Silver,2022-12-07,1209.95,779.89,11,2804.25,4689.69,-1885.44
1232,User1232,NO,VIP,2023-12-25,1069.27,808.01,50,11564.08,12643.38,-1079.3
1233,User1233,ES,Regular,2023-12-26,2550.07,1148.53,33,7107.58,6359.42,748.16
1234,User1234,NL,Regular,2024-01-22,2635.21,1346.59,32,7355.06,11530.08,-4175.02
1235,User1235,ES,VIP,2023-11-12,282.39,178.67,44,10566.08,16614.13,-6048.05
1236,User1236,DE,VIP,2023-08-16,9743.88,7162.15,24,5017.81,4224.24,793.57
1237,User1237,NL,Gold,2022-11-09,7098.6,6200.32,13,3656.63,2167.63,1489.0
1238,User1238,ES,VIP,2023-10-10,5788.87,3534.37,27,5555.28,8196.53,-2641.25
1239,User1239,NL,VIP,2023-10-17,4342.37,3127.9,41,10989.72,13683.11,-2693.39
1240,User1240,PL,Gold,2022-10-22,1055.7,734.0,33,7474.19,9689.04,-2214.85
1241,User1241,ES,Regular,2023-05-10,8355.13,6743.68,49,12047.23,15662.87,-3615.64
1242,User1242,NO,Silver,2022-12-20,6487.86,3502.94,3,551.11,0.0,551.11
1243,User1243,NO,Gold,2022-11-06,1568.77,1045.16,7,2401.35,473.72,1927.63
1244,User1244,PL,Silver,2023-02-25,3347.72,2801.86,21,5406.9,4335.53,1071.37
1245,User1245,NL,VIP,2022-10-21,1700.53,600.32,38,8552.08,7376.29,1175.79
1246,User1246,NO,Regular,2022-12-13,9034.29,8107.78,43,10320.24,15647.71,-5327.47
1247,User1247,FR,Silver,2023-09-29,2289.66,2136.75,47,12262.42,18222.11,-5959.69
1248,User1248,NL,Regular,2023-03-27,9586.84,8334.37,48,12114.09,20546.12,-8432.03
1249,User1249,DK,Silver,2023-08-28,6447.04,3090.75,13,3491.61,1923.59,1568.02
1250,User1250,NL,Silver,2023-08-10,411.92,382.48,2,207.14,247.82,-40.68
1251,User1251,UK,Gold,2023-05-30,6493.21,2746.73,14,4271.35,6301.54,-2030.19
1252,User1252,IT,Silver,2024-01-16,6852.65,6155.72,26,6750.58,7485.01,-734.43
1253,User1253,UK,Regular,2023-10-08,4809.74,2517.37,17,3919.52,4603.61,-684.09
1254,User1254,IT,Silver,2023-12-12,6763.83,4733.87,4,859.08,714.3,144.78
1255,User1255,UK,Regular,2022-09-14,1730.39,1257.2,20,4088.72,5332.85,-1244.13
1256,User1256,SE,Silver,2023-06-10,2993.2,2534.99,29,7009.5,7263.14,-253.64
1257,User1257,IT,Silver,2023-08-30,1964.77,1131.47,43,12290.99,12840.53,-549.54
1258,User1258,UK,Gold,2023-02-27,2813.64,2384.34,43,11703.32,9881.73,1821.59
1259,User1259,NO,Gold,2023-08-05,1646.0,1177.48,46,12094.26,16747.99,-4653.73
1260,User1260,IT,Regular,2022-12-04,2228.53,1684.15,22,6152.9,5807.47,345.43
1261,User1261,ES,Silver,2023-05-20,8973.36,7188.84,21,5548.48,8390.68,-2842.2
1262,User1262,NL,Silver,2023-06-24,1609.47,1384.4,38,9204.83,13580.88,-4376.05
1263,User1263,UK,Silver,2023-12-24,4308.66,2046.63,7,1216.58,1510.89,-294.31
1264,User1264,ES,VIP,2023-03-26,6977.23,2617.9,29,7194.76,10054.14,-2859.38
1265,User1265,DE,VIP,2022-10-16,2164.0,1743.08,37,9963.32,9801.84,161.48
1266,User1266,DE,VIP,2023-02-14,7160.92,4889.09,45,10337.3,16454.94,-6117.64
1267,User1267,UK,Gold,2022-10-09,9621.84,4402.97,18,3871.08,3084.76,786.32
1268,User1268,PL,Silver,2024-01-29,5134.74,2002.63,7,1905.42,592.61,1312.81
1269,User1269,FR,Gold,2024-01-01,8414.49,4031.53,25,5433.57,6703.06,-1269.49
1270,User1270,UK,Gold,2023-10-06,8659.65,5609.9,32,6748.2,8014.76,-1266.56
1271,User1271,PL,Gold,2023-04-07,4025.43,3703.22,23,7277.67,10031.51,-2753.84
1272,User1272,DK,VIP,2023-10-03,2432.07,1242.15,42,10324.71,7856.38,2468.33
1273,User1273,IT,VIP,2023-07-03,9257.57,6879.31,39,9681.39,9107.52,573.87
1274,User1274,NL,Regular,2024-01-28,4492.09,2784.29,14,3201.61,4809.91,-1608.3
1275,User1275,SE,Gold,2023-12-09,1502.7,1378.9,44,12698.6,15538.92,-2840.32
1276,User1276,ES,Gold,2023-10-04,5936.61,3116.51,48,12868.13,17330.49,-4462.36
1277,User1277,FR,VIP,2022-11-22,110.28,90.39,33,7369.5,7356.6,12.9
1278,User1278,PL,Silver,2023-10-13,4030.2,1418.45,13,2042.96,2017.7,25.26
1279,User1279,NL,Gold,2023-02-23,2086.97,1659.05,39,10211.16,9608.58,602.58
1280,User1280,UK,VIP,2023-05-04,6889.68,6238.2,44,11721.14,16508.9,-4787.76
1281,User1281,IT,Gold,2023-11-28,6598.99,5828.81,10,3116.88,3871.73,-754.85
1282,User1282,FR,Silver,2023-05-23,9273.77,5285.79,25,5141.12,9048.02,-3906.9
1283,User1283,DK,Regular,2023-03-26,6526.23,2615.63,44,10212.25,10042.36,169.89
1284,User1284,SE,VIP,2023-11-07,6140.79,3334.11,9,1580.91,474.47,1106.44
1285,User1285,PL,Gold,2023-07-20,6405.11,4017.9,21,5240.2,6278.49,-1038.29
1286,User1286,ES,Gold,2023-11-30,3940.25,1806.78,48,11800.95,14605.08,-2804.13
1287,User1287,DK,Gold,2023-02-06,2071.67,1202.51,32,8974.17,11237.82,-2263.65
1288,User1288,NL,Gold,2023-02-14,2564.38,1906.73,20,4726.87,4767.41,-40.54
1289,User1289,NL,VIP,2024-01-16,6893.34,2260.15,13,3431.13,3651.63,-220.5
1290,User1290,SE,Gold,2022-11-19,8621.67,5829.22,22,6072.46,10746.63,-4674.17
1291,User1291,ES,Regular,2022-09-13,1454.9,608.49,22,5453.62,7358.65,-1905.03
1292,User1292,SE,Gold,2023-11-21,6580.19,2075.86,25,6249.24,7624.92,-1375.68
1293,User1293,ES,Gold,2023-03-27,7658.86,3112.39,11,2980.97,2316.89,664.08
1294,User1294,SE,VIP,2023-02-14,8691.01,2687.98,31,7476.13,9165.71,-1689.58
1295,User1295,ES,Silver,2023-12-17,7949.83,4481.8,37,10193.59,10303.79,-110.2
1296,User1296,NL,Regular,2022-10-01,2822.77,1028.87,49,10585.75,12798.88,-2213.13
1297,User1297,DK,VIP,2023-05-14,3666.55,1974.55,33,9107.0,16006.58,-6899.58
1298,User1298,NO,Regular,2023-10-11,3229.66,1186.15,26,6670.95,8278.01,-1607.06
1299,User1299,ES,Gold,2023-07-14,3553.22,1776.09,16,4798.18,5602.39,-804.21
1300,User1300,DE,Regular,2023-01-29,3813.28,1717.86,29,7231.51,9511.06,-2279.55
1301,User1301,SE,Silver,2023-07-31,6408.24,4175.29,17,4993.86,5839.53,-845.67
1302,User1302,ES,Gold,2023-03-08,1233.5,460.0,23,6924.92,10895.36,-3970.44
1303,User1303,DE,Silver,2023-06-18,9238.14,2967.1,49,11987.9,16013.79,-4025.89
1304,User1304,SE,VIP,2023-09-30,235.97,116.2,24,6370.93,8074.34,-1703.41
1305,User1305,PL,Regular,2022-10-08,6751.47,3838.18,34,7619.63,6066.54,1553.09
1306,User1306,ES,VIP,2024-01-17,4509.5,3476.09,5,1349.62,2272.29,-922.67
1307,User1307,NL,Silver,2023-08-12,5988.03,5040.45,37,9282.91,10572.88,-1289.97
1308,User1308,NL,Regular,2023-11-24,7428.22,4752.54,21,5674.26,4226.67,1447.59
1309,User1309,NO,Silver,2023-09-07,9809.77,6331.52,13,3405.91,6318.75,-2912.84
1310,User1310,SE,Silver,2023-07-19,1557.59,947.06,19,4210.34,5763.27,-1552.93
1311,User1311,DK,VIP,2023-04-01,2951.79,2400.05,10,2634.06,3231.04,-596.98
1312,User1312,DE,Gold,2023-04-24,4318.45,1832.8,40,10665.23,17514.7,-6849.47
1313,User1313,FR,VIP,2022-09-29,1520.71,488.93,47,11409.68,9292.13,2117.55
1314,User1314,ES,Silver,2022-11-20,6533.81,3810.74,11,2353.76,2282.06,71.7
1315,User1315,NO,Regular,2023-01-19,5907.61,5251.75,37,10607.81,9972.81,635.0
1316,User1316,DE,Silver,2023-05-28,6184.76,2483.22,8,2137.88,3965.67,-1827.79
1317,User1317,DE,Regular,2024-01-14,6489.36,4922.5,46,11824.27,16739.93,-4915.66
1318,User1318,PL,Gold,2022-10-30,5804.17,4779.78,28,8463.76,10932.11,-2468.35
1319,User1319,DK,Silver,2023-08-16,2074.52,1219.17,44,12119.93,15909.77,-3789.84
1320,User1320,SE,Regular,2022-12-31,7814.06,4471.31,11,2864.49,3924.17,-1059.68
1321,User1321,FR,VIP,2023-10-09,9613.91,3733.76,18,5289.65,9222.54,-3932.89
1322,User1322,UK,Silver,2022-08-31,1947.5,1078.3,45,8983.76,9629.85,-646.09
1323,User1323,NL,Regular,2023-01-23,777.94,500.3,18,5454.9,6544.58,-1089.68
1324,User1324,SE,Gold,2023-08-12,2627.49,1521.86,9,1496.89,2091.76,-594.87
1325,User1325,PL,VIP,2023-01-22,2825.65,2289.13,17,3464.05,3471.25,-7.2
1326,User1326,PL,Regular,2024-02-06,7626.12,4741.53,5,1127.67,80.76,1046.91
1327,User1327,NL,Gold,2023-08-24,9090.53,4295.86,47,11912.63,17002.3,-5089.67
1328,User1328,IT,Silver,2022-11-12,8244.46,6171.53,28,6934.57,8871.88,-1937.31
1329,User1329,UK,Regular,2022-08-21,4239.21,2796.11,37,7130.59,5896.84,1233.75
1330,User1330,NO,Regular,2024-01-05,5706.23,3741.08,18,5458.58,9923.79,-4465.21
1331,User1331,IT,Gold,2024-01-14,6762.7,2801.98,11,2674.51,4904.2,-2229.69
1332,User1332,UK,Silver,2022-10-24,6685.83,3166.53,44,10305.86,11533.74,-1227.88
1333,User1333,FR,Silver,2022-11-22,5474.73,3098.29,27,7964.26,7635.03,329.23
1334,User1334,IT,Silver,2023-07-26,2427.45,1769.78,36,9614.63,13703.15,-4088.52
1335,User1335,NO,VIP,2022-09-21,7130.05,4331.54,2,440.29,2150.79,-1710.5
1336,User1336,UK,VIP,2023-07-27,6265.42,5479.33,30,7991.45,6960.0,1031.45
1337,User1337,NL,Regular,2022-09-20,8112.09,4021.83,50,11867.4,17718.44,-5851.04
1338,User1338,IT,Silver,2024-02-01,7919.36,4731.58,17,4485.15,4399.78,85.37
1339,User1339,IT,Silver,2023-11-04,7362.58,3005.57,39,10164.29,10988.19,-823.9
1340,User1340,SE,Regular,2022-09-05,9286.53,3717.67,28,6925.66,5019.03,1906.63
1341,User1341,FR,Gold,2022-11-11,450.89,166.01,49,12604.43,12797.96,-193.53
1342,User1342,IT,Regular,2023-05-26,4269.81,2717.53,10,2211.47,2898.63,-687.16
1343,User1343,UK,Gold,2023-08-01,7804.7,6757.7,39,8468.84,9484.29,-1015.45
1344,User1344,PL,VIP,2024-01-03,2396.21,1777.43,41,9644.88,12730.96,-3086.08
1345,User1345,SE,Regular,2022-09-13,8593.58,4693.26,6,1234.9,1598.98,-364.08
1346,User1346,NL,Silver,2023-07-15,6984.68,3560.39,49,11896.85,10850.45,1046.4
1347,User1347,ES,Gold,2022-09-24,884.88,490.87,35,10567.45,9851.12,716.33
1348,User1348,DE,VIP,2022-12-01,4341.72,3937.48,49,11677.66,19301.04,-7623.38
1349,User1349,IT,Silver,2023-01-09,2918.52,1675.3,26,6702.25,10687.25,-3985.0
1350,User1350,DK,Gold,2023-01-30,707.3,613.09,32,6971.75,4722.66,2249.09
1351,User1351,ES,VIP,2023-02-11,3629.16,1789.57,31,7929.62,10464.8,-2535.18
1352,User1352,IT,Silver,2023-07-21,8473.45,3522.63,5,273.68,170.64,103.04
1353,User1353,NO,Silver,2023-07-06,9826.59,5173.62,6,1748.06,1219.56,528.5
1354,User1354,PL,Regular,2023-09-04,9393.88,4682.13,46,13418.5,10022.79,3395.71
1355,User1355,UK,Regular,2023-12-24,8658.76,6386.43,38,8998.89,8503.03,495.86
1356,User1356,UK,Gold,2023-01-02,3179.06,2780.0,26,6831.82,6617.32,214.5
